host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews,latitude,longitude,city,zipcode,state
86%,83%,1,1,Private room,1,1,1,95,$0.00 ,$500.00 ,1,1125,51,38.89815014,-76.98679134,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1,1,1,95,$25.00 ,$0.00 ,5,1125,1,38.89897694,-77.00012697,Washington,20002,DC
0%,0%,1,2,Private room,1,1,1,95,$0.00 ,$0.00 ,1,1125,0,38.89597306,-76.98558927,Washington,20002,DC
92%,100%,1,2,Entire home/apt,1,1,1,95,$20.00 ,$0.00 ,1,1125,19,38.90278431,-76.99545156,Washington,20002,DC
100%,100%,2,2,Private room,1,1,1,95,$0.00 ,$0.00 ,2,7,40,38.89593223,-76.97786872,Washington,20002,DC
90%,95%,1,4,Entire home/apt,1,1,1,95,$35.00 ,$100.00 ,2,365,98,38.89632079,-76.98802567,Washington,20002,DC
86%,100%,1,6,Entire home/apt,1,1,2,95,$30.00 ,$0.00 ,1,1125,1,38.89494416,-76.97849153,Washington,20002,DC
90%,100%,1,2,Entire home/apt,0,1,1,95,$40.00 ,$0.00 ,2,1125,20,38.91197109,-77.04853504,Washington,20008,DC
100%,86%,2,1,Private room,1,1,1,95,$50.00 ,$300.00 ,4,365,2,38.92435634,-77.03963513,Washington,20009,DC
75%,77%,1,2,Private room,1,1,1,95,$16.00 ,$0.00 ,2,8,69,38.91926472,-77.0468853,Washington,20009,DC
0%,0%,1,2,Entire home/apt,0,1,1,95,$0.00 ,$0.00 ,1,1125,2,38.92685667,-77.03757445,Washington,20009,DC
100%,80%,1,2,Private room,1,1,1,95,$35.00 ,$0.00 ,2,1125,11,38.91846465,-77.04304558,Washington,20009,DC
100%,40%,2,4,Entire home/apt,1,1,2,95,$0.00 ,$200.00 ,2,31,46,38.919327,-77.04123783,Washington,20009,DC
0%,0%,1,2,Private room,1,1.5,1,95,$0.00 ,$100.00 ,2,1125,2,38.91182192,-77.00946489,Washington,20001,DC
70%,100%,2,4,Entire home/apt,2,1,2,95,$0.00 ,$0.00 ,1,1125,0,38.91380091,-77.01035223,Washington,20001,DC
100%,93%,3,2,Entire home/apt,1,1,1,95,$35.00 ,$100.00 ,2,31,43,38.93147332,-76.99519575,Washington,20017,DC
100%,100%,1,2,Entire home/apt,1,1,1,95,$35.00 ,$0.00 ,2,1125,16,38.92227334,-77.00156987,Washington,20002,DC
90%,91%,4,2,Private room,1,1.5,1,95,$0.00 ,$0.00 ,2,1125,3,38.91498542,-77.00134896,Washington,20002,DC
93%,80%,1,2,Entire home/apt,1,1,1,95,$0.00 ,$0.00 ,1,14,0,38.9188115,-77.00294117,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1,1,2,95,$75.00 ,$200.00 ,1,1125,4,38.92614681,-77.00727442,Washington,20002,DC
100%,100%,1,2,Entire home/apt,0,1,1,95,$35.00 ,$250.00 ,2,21,88,38.92398294,-77.00039552,Washington,20002,DC
100%,100%,4,3,Entire home/apt,0,1,1,95,$50.00 ,$150.00 ,3,1125,11,38.91373654,-77.01662351,Washington,20001,DC
90%,83%,1,2,Private room,1,1,1,95,$55.00 ,$250.00 ,1,29,17,38.90728665,-77.00953101,Washington,20001,DC
100%,93%,3,3,Entire home/apt,1,1,1,95,$35.00 ,$100.00 ,1,90,111,38.91445199,-77.00144198,Washington,20002,DC
90%,100%,3,2,Private room,1,1,1,95,$0.00 ,$0.00 ,2,1125,6,38.9290006,-77.02115818,Washington,20001,DC
83%,67%,1,2,Entire home/apt,0,1,2,95,$25.00 ,$300.00 ,1,1125,5,38.92764851,-77.03567566,Washington,20009,DC
100%,100%,1,2,Entire home/apt,1,1,1,95,$40.00 ,$200.00 ,1,1125,13,38.93270718,-77.02025593,Washington,20010,DC
100%,57%,1,2,Entire home/apt,1,1,1,95,$0.00 ,$0.00 ,2,1125,10,38.9321262,-77.03364293,Washington,20010,DC
80%,0%,1,3,Entire home/apt,0,1,2,95,$50.00 ,$200.00 ,3,30,0,38.92343644,-77.02901054,Washington,20009,DC
87%,100%,1,2,Entire home/apt,1,1,1,95,$20.00 ,$200.00 ,1,1125,21,38.93452818,-77.04240545,Washington,20010,DC
100%,75%,1,3,Entire home/apt,0,1,2,95,$25.00 ,$0.00 ,2,14,2,38.92481884,-77.03568996,Washington,20009,DC
100%,100%,1,2,Entire home/apt,1,1,1,95,$20.00 ,$95.00 ,1,1125,5,38.92253265,-77.02764816,Washington,20009,DC
100%,100%,2,3,Entire home/apt,1,1,1,95,$0.00 ,$0.00 ,1,1125,0,38.93300473,-77.03352923,Washington,20010,DC
100%,94%,5,2,Private room,1,2.5,1,95,$0.00 ,$0.00 ,2,730,184,38.93151135,-77.03989904,Washington,20010,DC
86%,100%,3,1,Private room,1,1,1,95,$0.00 ,$95.00 ,7,14,0,38.919734,-77.0344888,Washington,20009,DC
83%,100%,1,2,Entire home/apt,0,1,2,95,$15.00 ,$0.00 ,1,7,2,38.92769662,-77.03502831,Washington,20010,DC
90%,71%,2,2,Private room,1,1,1,95,$0.00 ,$0.00 ,1,1125,0,38.92588395,-77.02590353,Washington,20001,DC
100%,100%,1,2,Private room,1,1,1,95,$0.00 ,$0.00 ,2,30,3,38.93196809,-77.02351408,Washington,20010,DC
86%,87%,1,4,Entire home/apt,1,1,2,95,$15.00 ,$0.00 ,1,1125,54,38.92655886,-76.96906423,Washington,20018,DC
100%,100%,1,4,Entire home/apt,0,1,2,95,$60.00 ,$100.00 ,1,1125,32,38.93340109,-77.08022751,Washington,20016,DC
0%,0%,1,4,Entire home/apt,1,1,1,95,$0.00 ,$0.00 ,7,30,13,38.92196859,-77.08032804,Washington,20007,DC
90%,100%,1,4,Entire home/apt,0,1,1,95,$75.00 ,,1,1125,1,38.93445189,-77.05643661,Washington,20008,DC
100%,,1,2,Entire home/apt,1,1,1,95,$35.00 ,$200.00 ,2,1125,0,38.93526906,-77.05593536,Washington,20008,DC
70%,100%,1,3,Entire home/apt,1,1,1,95,$15.00 ,$250.00 ,1,4,0,38.92970074,-77.07293991,Washington,20016,DC
90%,100%,1,2,Entire home/apt,1,1,1,95,$50.00 ,,2,1125,4,38.93460206,-77.05279721,Washington,20008,DC
,,1,4,Private room,1,1,2,95,$20.00 ,,1,1125,1,38.88143248,-76.98134978,Washington,20003,DC
100%,92%,1,2,Private room,1,1,1,95,$30.00 ,,4,60,56,38.89072602,-76.99104029,Washington,20002,DC
100%,100%,1,2,Private room,1,2.5,1,95,,,3,365,51,38.87805063,-76.98829591,Washington,20003,DC
100%,100%,2,2,Private room,1,1,1,95,,,2,30,166,38.8906962,-76.9776544,Washington,20002,DC
100%,83%,3,2,Private room,1,1,1,95,$30.00 ,,1,1125,59,38.88763877,-76.98943028,"Washington, D.C.",20003,DC
100%,96%,3,2,Private room,1,1,1,95,$30.00 ,$95.00 ,1,30,36,38.8820088,-76.9836319,Washington,20003,DC
90%,71%,1,2,Entire home/apt,0,1,1,96,$0.00 ,$0.00 ,3,1125,12,38.90383967,-77.05307215,Washington,20037,DC
0%,0%,1,3,Entire home/apt,0,1,2,96,$10.00 ,$0.00 ,3,50,6,38.8998141,-77.04606129,Washington,20006,DC
90%,100%,1,2,Entire home/apt,1,1,1,96,$25.00 ,$100.00 ,2,1125,54,38.90395062,-76.98952091,Washington,20002,DC
90%,100%,1,2,Entire home/apt,0,1,1,96,$70.00 ,$0.00 ,1,365,2,38.91192131,-77.04792996,Washington,20008,DC
100%,100%,1,2,Entire home/apt,1,1,1,96,$40.00 ,$250.00 ,2,1125,2,38.93877345,-77.02940612,Washington,20011,DC
100%,100%,1,3,Entire home/apt,1,1,1,96,$50.00 ,$150.00 ,2,120,4,38.92725585,-77.02495627,Washington,20001,DC
,,1,1,Private room,1,1,1,96,,,4,7,0,38.92843305,-77.05723928,Washington,20008,DC
100%,50%,1,2,Entire home/apt,1,1,1,96,,,1,1125,1,38.88106912,-76.99586486,Washington,20003,DC
100%,100%,1,4,Entire home/apt,2,1.5,2,97,$50.00 ,$250.00 ,4,1125,5,38.98006671,-77.0155379,Takoma Park,20912,MD
100%,100%,1,2,Private room,1,1,1,97,$10.00 ,$0.00 ,1,1125,2,38.90158767,-77.01926965,Washington,20001,DC
100%,90%,1,1,Private room,1,1,1,97,$11.00 ,$100.00 ,1,1125,15,38.90674896,-77.02892874,Washington,20005,DC
67%,100%,1,2,Entire home/apt,0,1,1,97,$0.00 ,$0.00 ,1,1125,0,38.9070151,-77.0335237,Washington,20005,DC
80%,100%,1,2,Private room,1,2,1,97,$25.00 ,$0.00 ,2,14,5,38.91108857,-77.02952076,Washington,20005,DC
100%,94%,1,2,Entire home/apt,0,1,1,97,$50.00 ,$0.00 ,1,1125,2,38.90995822,-77.03648504,Washington,20036,DC
100%,89%,1,4,Entire home/apt,1,1,1,97,$0.00 ,$0.00 ,2,1125,130,38.95720511,-77.02070854,Washington,20011,DC
100%,100%,2,2,Private room,1,1.5,1,97,$0.00 ,$0.00 ,1,1125,101,38.9418419,-77.02199085,Washington,20011,DC
90%,100%,2,2,Private room,1,1,2,97,$0.00 ,$0.00 ,1,1125,18,38.96667256,-77.07698498,Washington,20015,DC
75%,100%,1,2,Entire home/apt,1,1,1,97,$80.00 ,$0.00 ,3,1125,2,38.92126443,-77.04157438,Washington,20009,DC
0%,0%,1,2,Entire home/apt,1,1,1,97,$120.00 ,$0.00 ,1,1125,0,38.93539913,-77.02403258,Washington,20010,DC
100%,100%,1,2,Entire home/apt,0,1,1,97,$25.00 ,,1,1125,1,38.93773646,-77.05555854,Washington,20008,DC
100%,100%,2,5,Entire home/apt,1,1,2,97,$55.00 ,,1,1125,51,38.88876362,-76.98500171,Washington,20003,DC
90%,100%,5,2,Private room,1,1,1,98,$50.00 ,$250.00 ,4,1125,4,38.91255078,-77.0199902,Washington,20001,DC
0%,0%,1,2,Entire home/apt,0,1,1,98,$15.00 ,$95.00 ,1,1125,0,38.90776365,-77.03466741,Washington,20005,DC
100%,50%,1,3,Entire home/apt,1,1.5,3,98,$30.00 ,$0.00 ,1,30,20,38.90683678,-77.03635853,Washington,20005,DC
100%,100%,1,2,Entire home/apt,1,1,1,98,$45.00 ,$0.00 ,4,1125,2,38.90924581,-77.03495855,Washington,20005,DC
90%,100%,5,2,Private room,1,1,1,98,$50.00 ,$250.00 ,4,730,53,38.91703486,-77.01671785,Washington,20001,DC
100%,95%,3,4,Entire home/apt,1,1.5,1,98,$75.00 ,$500.00 ,4,1125,2,38.91612906,-77.01701684,Washington,20001,DC
100%,100%,1,2,Private room,1,2,1,98,$0.00 ,$0.00 ,1,1125,0,38.91797985,-77.03213658,Washington,20009,DC
100%,90%,1,2,Entire home/apt,1,1,1,98,$100.00 ,$250.00 ,3,1125,4,38.91586796,-77.03354322,Washington,20009,DC
100%,94%,3,2,Private room,1,1,1,98,$0.00 ,$0.00 ,1,14,7,38.91652678,-77.02393492,Washington,20001,DC
0%,100%,1,2,Private room,1,1,0,98,$50.00 ,$0.00 ,2,7,1,38.93793711,-77.02877149,Washington,20010,DC
100%,100%,1,4,Entire home/apt,1,1,1,98,$30.00 ,$300.00 ,2,1125,1,38.89671855,-76.99038029,Washington,20002,DC
0%,0%,1,4,Private room,1,1,1,98,$20.00 ,$200.00 ,3,90,28,38.89959096,-77.00270152,Washington,20001,DC
97%,84%,2,4,Entire home/apt,1,1,2,98,$15.00 ,$0.00 ,1,1125,4,38.9189553,-77.00280761,Washington,20002,DC
50%,0%,1,3,Entire home/apt,1,1,2,98,$100.00 ,$200.00 ,1,1125,1,38.93149608,-77.03784644,Washington,20010,DC
100%,95%,5,4,Entire home/apt,1,1,1,98,$45.00 ,$500.00 ,2,1125,24,38.93081903,-77.03847234,Washington,20010,DC
100%,100%,1,3,Entire home/apt,0,1,1,98,$25.00 ,$0.00 ,1,1125,2,38.93686881,-77.0368737,Washington,20010,DC
100%,100%,1,3,Entire home/apt,0,1,2,98,$0.00 ,$0.00 ,2,1125,12,38.92142912,-76.98719743,Washington,20018,DC
100%,100%,1,4,Entire home/apt,1,1,2,98,$49.00 ,$350.00 ,1,1125,8,38.93712527,-77.0638236,Washington,20008,DC
100%,95%,5,2,Entire home/apt,1,1,1,98,$60.00 ,$100.00 ,3,1125,4,38.88474831,-76.98933491,Washington,20003,DC
100%,100%,1,4,Entire home/apt,2,1,4,99,$0.00 ,0,1,1125,0,38.86248633,-77.01506201,Washington,20024,DC
68%,73%,7,2,Entire home/apt,0,1,1,99,$125.00 ,$0.00 ,7,1125,0,38.99022645,-77.02981677,Silver Spring,20910,MD
100%,100%,1,3,Entire home/apt,1,1,1,99,$50.00 ,$100.00 ,1,19,0,38.87837493,-77.00800168,Washington,20003,DC
100%,100%,1,2,Private room,1,1,1,99,$0.00 ,$100.00 ,1,1125,1,38.901897,-77.02814153,Washington,20005,DC
97%,100%,3,2,Entire home/apt,1,0,1,99,$0.00 ,$500.00 ,1,1125,169,38.90492917,-77.0263579,Washington,20005,DC
100%,88%,1,2,Private room,1,1,1,99,$10.00 ,$0.00 ,1,4,51,38.90058574,-77.01418067,Washington,20001,DC
97%,96%,1,4,Entire home/apt,1,1,2,99,$25.00 ,$500.00 ,1,1125,3,38.90556059,-77.01579704,Washington,20001,DC
100%,100%,1,2,Private room,1,1,1,99,$15.00 ,$0.00 ,1,1125,2,38.90084752,-77.01607553,Washington,20001,DC
100%,55%,1,3,Entire home/apt,1,1,2,99,$0.00 ,"$1,000.00 ",3,1125,4,38.89952784,-77.01052629,"Washington, D.C.",20001,DC
97%,67%,1,2,Private room,1,1,1,99,$25.00 ,$0.00 ,1,1125,0,38.89823863,-77.01946982,Washington,20001,DC
92%,94%,3,2,Private room,1,1,1,99,$10.00 ,$100.00 ,1,30,5,38.90191644,-77.01002164,Washington,20001,DC
100%,100%,2,1,Private room,1,1,1,99,$0.00 ,$0.00 ,3,1125,8,38.90530313,-77.02832444,Washington,20005,DC
100%,100%,2,1,Entire home/apt,1,1,1,99,$45.00 ,$200.00 ,4,365,54,38.90473296,-77.01638019,Washington,20001,DC
100%,0%,1,2,Private room,1,1.5,1,99,$20.00 ,$0.00 ,3,1125,12,38.90515193,-77.01778631,Washington,20001,DC
100%,91%,3,2,Entire home/apt,0,1,1,99,$55.00 ,$0.00 ,1,1125,6,38.89569095,-77.04413911,Washington,20006,DC
100%,92%,1,2,Entire home/apt,0,1,1,99,$35.00 ,$0.00 ,2,15,21,38.89637978,-77.0458851,Washington,20006,DC
100%,100%,1,2,Private room,1,1,1,99,$25.00 ,$100.00 ,1,1125,2,38.91222718,-77.02027632,Washington,20001,DC
100%,0%,1,1,Private room,1,2.5,1,99,$0.00 ,$0.00 ,2,365,120,38.91330706,-77.02435774,Washington,20001,DC
100%,100%,2,2,Private room,1,1.5,1,99,$25.00 ,$0.00 ,2,1125,6,38.91017232,-77.02030911,Washington,20001,DC
100%,100%,2,2,Private room,1,1.5,1,99,$25.00 ,$0.00 ,2,1125,20,38.90966412,-77.0209262,Washington,20001,DC
100%,100%,1,4,Entire home/apt,1,1,2,99,$70.00 ,$500.00 ,2,365,54,38.91167457,-77.01797135,"Washington, D.C.",20001,DC
83%,33%,1,2,Entire home/apt,1,1,1,99,$0.00 ,$0.00 ,1,1125,3,38.91300639,-77.02938474,Washington,20009,DC
99%,96%,32,4,Entire home/apt,0,1,3,99,$45.00 ,$100.00 ,2,365,68,38.92624428,-77.10301284,Washington,20016,DC
99%,96%,32,2,Entire home/apt,0,1,1,99,$45.00 ,$100.00 ,2,365,19,38.92521707,-77.10218795,Washington,20016,DC
80%,75%,2,2,Private room,1,1,1,99,$20.00 ,$500.00 ,2,45,1,38.94320288,-77.09382816,Washington,20016,DC
100%,0%,1,4,Entire home/apt,1,1,1,99,$45.00 ,$0.00 ,1,1125,0,38.91292246,-76.98868472,Washington,20002,DC
100%,98%,3,4,Entire home/apt,1,1,1,99,$45.00 ,$200.00 ,2,365,13,38.90464647,-76.9875944,Washington,20002,DC
100%,100%,3,1,Private room,1,0,1,99,$0.00 ,$0.00 ,2,730,7,38.90475912,-76.98491951,Washington,20002,DC
100%,100%,3,1,Private room,1,0,1,99,$0.00 ,$0.00 ,2,730,4,38.90466607,-76.9862679,Washington,20002,DC
100%,100%,1,4,Entire home/apt,1,1,2,99,$40.00 ,$100.00 ,1,31,18,38.90383783,-76.98910555,Washington,20002,DC
80%,44%,1,5,Entire home/apt,1,1,1,99,$100.00 ,$0.00 ,1,365,10,38.91002024,-77.05545612,Washington,20007,DC
100%,94%,12,3,Private room,1,1,1,99,$0.00 ,$0.00 ,2,1125,3,38.91763672,-77.03647158,Washington,20009,DC
67%,75%,1,2,Entire home/apt,1,1,1,99,$10.00 ,$0.00 ,3,1125,2,38.91081007,-77.04470963,Washington,20009,DC
100%,71%,1,4,Entire home/apt,1,1,2,99,$50.00 ,$0.00 ,2,1125,1,38.91614383,-77.04122909,Washington,20009,DC
100%,100%,5,2,Private room,1,1,1,99,$50.00 ,$0.00 ,7,1125,1,38.91351276,-77.03967318,Washington,20009,DC
0%,0%,1,2,Entire home/apt,1,1,1,99,$40.00 ,$100.00 ,7,1125,7,38.90768822,-77.03923945,Washington,20036,DC
0%,0%,1,2,Entire home/apt,2,1,1,99,$50.00 ,$99.00 ,1,1125,0,38.91209511,-77.03653654,Washington,20009,DC
100%,87%,1,2,Private room,1,1.5,1,99,$0.00 ,$0.00 ,1,14,5,38.91726851,-77.03866616,Washington,20009,DC
100%,100%,2,2,Private room,1,1,1,99,$50.00 ,$0.00 ,2,1125,9,38.91619182,-77.03842647,Washington,20009,DC
90%,90%,1,3,Entire home/apt,1,1,1,99,$40.00 ,$0.00 ,3,1125,18,38.90921518,-77.04409728,Washington,0,DC
100%,100%,1,2,Entire home/apt,0,1,1,99,$35.00 ,$150.00 ,1,30,11,38.9170742,-77.03512327,Washington,20009,DC
100%,100%,5,10,Private room,1,2.5,5,99,$50.00 ,$0.00 ,7,365,2,38.91508629,-77.03956398,Washington,20009,DC
100%,75%,1,2,Entire home/apt,1,1,0,99,$50.00 ,$0.00 ,3,1125,0,38.9139446,-77.04422603,Washington,20009,DC
60%,92%,3,2,Entire home/apt,0,1,1,99,$75.00 ,$0.00 ,1,1125,0,38.91706517,-77.04002154,Washington,20009,DC
100%,96%,2,4,Private room,1,1,2,99,$40.00 ,$200.00 ,1,1125,170,38.90897298,-77.04718368,Washington,20037,DC
100%,100%,2,2,Private room,1,1,1,99,$50.00 ,$0.00 ,1,1125,24,38.91501453,-77.03865427,Washington,20009,DC
100%,94%,12,2,Private room,1,1,1,99,$0.00 ,$0.00 ,2,180,31,38.91698812,-77.03997797,Washington,20009,DC
67%,50%,1,2,Entire home/apt,1,1,1,99,$45.00 ,$300.00 ,3,30,12,38.9119922,-77.03720227,Washington,20009,DC
100%,0%,1,2,Entire home/apt,1,1,1,99,$0.00 ,$0.00 ,2,1125,6,38.91739219,-77.03775317,Washington,20009,DC
100%,94%,12,2,Private room,1,1,1,99,$0.00 ,$0.00 ,2,35,8,38.91802555,-77.037285,Washington,20009,DC
100%,100%,2,2,Private room,1,1,1,99,$30.00 ,$0.00 ,2,150,64,38.91818784,-77.03507058,Washington,20009,DC
100%,83%,1,2,Entire home/apt,1,1,1,99,$50.00 ,$100.00 ,1,11,15,38.91141037,-77.03521678,Washington,20036,DC
90%,60%,1,2,Entire home/apt,1,1,1,99,$40.00 ,$99.00 ,1,1125,0,38.91208285,-77.03633352,Washington,20009,DC
100%,100%,6,4,Entire home/apt,1,1,1,99,$75.00 ,$150.00 ,1,1125,122,38.91733999,-77.03187463,Washington,20009,DC
90%,64%,3,2,Private room,1,1.5,1,99,$95.00 ,$400.00 ,1,1125,18,38.9189095,-77.02793269,Washington,20009,DC
100%,100%,4,4,Entire home/apt,1,0,1,99,$75.00 ,$150.00 ,20,300,41,38.91463211,-77.01795291,Washington,20001,DC
90%,100%,1,4,Entire home/apt,0,1,2,99,$20.00 ,$0.00 ,1,1125,39,38.91737457,-77.02599571,Washington,20001,DC
81%,94%,4,4,Private room,1,1,4,99,$20.00 ,$0.00 ,1,1125,2,38.87892807,-77.02081618,Washington,20024,DC
90%,100%,1,3,Entire home/apt,1,1,1,99,$0.00 ,$0.00 ,2,1125,15,38.87441655,-77.01072675,Washington,20024,DC
0%,0%,1,2,Entire home/apt,0,1,1,99,$35.00 ,$125.00 ,3,29,16,38.87215747,-77.01954591,Washington,20024,DC
100%,100%,1,4,Entire home/apt,1,1,2,99,$45.00 ,$0.00 ,2,30,25,38.9414302,-77.01799255,Washington,20011,DC
88%,100%,1,3,Entire home/apt,1,1,1,99,$75.00 ,$99.00 ,1,1125,0,38.94429731,-77.02113715,Washington,20011,DC
100%,85%,2,4,Entire home/apt,1,1,2,99,$60.00 ,$100.00 ,2,1125,16,38.93923009,-77.03026789,Washington,20011,DC
100%,100%,1,4,Entire home/apt,0,1,1,99,$70.00 ,$0.00 ,1,1125,72,38.95066252,-77.01658571,Washington,20011,DC
80%,100%,2,2,Entire home/apt,1,1,1,99,$50.00 ,$0.00 ,1,1125,11,38.9489456,-77.06057072,Washington,20008,DC
100%,100%,1,5,Entire home/apt,1,1,3,99,$60.00 ,$500.00 ,2,1125,10,38.95023007,-77.09172226,Washington,20016,DC
80%,0%,4,12,Shared room,1,0,1,99,$50.00 ,$200.00 ,1,365,1,38.98913403,-77.04467461,Washington,20012,DC
80%,0%,4,12,Shared room,1,0,1,99,$50.00 ,$200.00 ,1,365,0,38.98890338,-77.04550172,Washington,20012,DC
80%,0%,4,12,Shared room,1,0,1,99,$50.00 ,$200.00 ,1,1825,0,38.98787242,-77.04415673,Washington,20012,DC
100%,100%,1,4,Private room,1,2,3,99,$20.00 ,$100.00 ,2,365,18,38.98717321,-77.03564851,Washington,20012,DC
80%,0%,4,12,Private room,1,1,8,99,$50.00 ,$200.00 ,1,1825,1,38.98896978,-77.04528704,Washington,20012,DC
85%,94%,2,2,Private room,1,2,1,99,$25.00 ,$0.00 ,2,300,47,38.89760062,-76.99692173,Washington,20002,DC
100%,100%,1,2,Entire home/apt,1,1,1,99,$0.00 ,$0.00 ,4,1125,6,38.89655878,-76.98518322,Washington,20002,DC
100%,100%,1,2,Private room,1,1,1,99,$0.00 ,$250.00 ,1,1125,1,38.89966717,-76.98684151,Washington,20002,DC
100%,28%,1,3,Private room,1,1,1,99,$0.00 ,$0.00 ,1,7,18,38.91837135,-77.04011253,Washington,20009,DC
100%,89%,2,2,Private room,1,1,1,99,$25.00 ,$0.00 ,1,7,11,38.9221704,-77.04270473,Washington,20009,DC
90%,60%,1,2,Private room,1,1.5,1,99,$0.00 ,$0.00 ,2,365,80,38.92508195,-77.03738739,Washington,20009,DC
100%,60%,1,4,Entire home/apt,1,1,2,99,$0.00 ,$0.00 ,1,1125,3,38.91896956,-77.04496469,Washington,20009,DC
100%,0%,1,4,Entire home/apt,1,1,1,99,$35.00 ,$150.00 ,6,30,16,38.91890907,-77.04508769,Washington,20009,DC
100%,100%,2,1,Private room,1,1,1,99,$50.00 ,$250.00 ,3,1125,22,38.91983203,-77.0392965,Washington,20009,DC
100%,0%,1,3,Entire home/apt,1,1,1,99,$80.00 ,$0.00 ,3,1125,1,38.92194261,-77.04318615,Washington,20009,DC
100%,100%,1,2,Private room,1,1,1,99,$0.00 ,$0.00 ,1,1125,9,38.92280956,-77.04466791,Washington,20009,DC
0%,0%,1,2,Entire home/apt,1,1,1,99,$0.00 ,$0.00 ,5,1125,0,38.92511969,-77.03742748,Washington,20009,DC
100%,100%,1,2,Entire home/apt,0,1,2,99,$0.00 ,$0.00 ,2,1125,5,38.925545,-77.04377892,Washington,20009,DC
67%,67%,1,3,Entire home/apt,1,1,1,99,$39.00 ,$399.00 ,2,5,15,38.91991478,-77.04320887,Washington,20009,DC
0%,0%,1,4,Entire home/apt,1,1,2,99,$0.00 ,$0.00 ,2,19,35,38.91863273,-77.0135163,Washington,20001,DC
100%,100%,2,4,Private room,1,1,1,99,$40.00 ,$0.00 ,3,7,3,38.91797658,-77.0109957,Washington,20001,DC
50%,100%,2,4,Entire home/apt,2,1,3,99,$0.00 ,$0.00 ,2,150,23,38.92257101,-77.00183893,Washington,20002,DC
100%,93%,3,2,Entire home/apt,1,1,1,99,$35.00 ,$100.00 ,1,30,61,38.9312204,-76.99441207,Washington,20017,DC
0%,0%,1,4,Private room,1,1,2,99,$100.00 ,$500.00 ,2,12,0,38.91992909,-77.01474378,Washington,20001,DC
100%,100%,1,2,Private room,1,1,1,99,$10.00 ,$0.00 ,1,1125,52,38.91090255,-77.00630617,Washington,20002,DC
100%,100%,3,1,Private room,1,2,1,99,$0.00 ,$0.00 ,2,365,26,38.91409055,-76.99367945,Washington,20002,DC
100%,87%,3,2,Entire home/apt,0,1,1,99,$45.00 ,$100.00 ,1,1125,0,38.919501,-77.00216108,Washington,20002,DC
100%,75%,1,2,Entire home/apt,0,1,1,99,$25.00 ,$0.00 ,2,1125,31,38.9317063,-77.03753811,Washington,20010,DC
100%,100%,1,2,Entire home/apt,1,1,1,99,$0.00 ,$0.00 ,5,1125,0,38.93395354,-77.02869461,Washington,20010,DC
0%,0%,1,3,Entire home/apt,1,1,1,99,$40.00 ,$0.00 ,2,93,27,38.9340261,-77.03982902,"Washington, D.C.",20010,DC
50%,0%,1,3,Entire home/apt,2,1,2,99,$25.00 ,$95.00 ,1,1125,4,38.93675514,-77.03626334,Washington,20010,DC
90%,67%,1,4,Private room,1,1,2,99,$25.00 ,$300.00 ,2,7,12,38.92675697,-77.02505738,Washington,20001,DC
100%,94%,5,2,Private room,1,2.5,1,99,$0.00 ,$0.00 ,2,730,175,38.9316999,-77.04131519,Washington,20010,DC
0%,0%,2,2,Private room,1,1.5,1,99,$0.00 ,$0.00 ,1,1125,0,38.9233955,-77.03631435,Washington,20009,DC
100%,100%,2,4,Entire home/apt,1,1,2,99,$40.00 ,$400.00 ,4,35,14,38.92703954,-77.03735607,Washington,20009,DC
100%,100%,1,4,Entire home/apt,1,1,1,99,$40.00 ,$200.00 ,2,14,2,38.93264202,-77.02683165,Washington,20010,DC
97%,100%,8,2,Entire home/apt,0,1,1,99,$50.00 ,$200.00 ,3,120,19,38.93061417,-77.0438377,Washington,20010,DC
100%,68%,1,2,Private room,1,1,1,99,$0.00 ,$0.00 ,1,1125,55,38.92238805,-77.03228446,Washington,20009,DC
92%,98%,3,3,Entire home/apt,1,1,1,99,$75.00 ,$0.00 ,2,1125,77,38.92518941,-77.03251497,Washington,20009,DC
100%,95%,1,4,Entire home/apt,1,1,2,99,$35.00 ,$150.00 ,1,30,22,38.92388972,-77.02736646,Washington,20009,DC
100%,100%,1,2,Entire home/apt,0,1,1,99,$30.00 ,$200.00 ,2,1125,46,38.92931038,-76.99032069,Washington,20017,DC
100%,100%,1,3,Entire home/apt,0,1,1,99,$25.00 ,$0.00 ,2,14,45,38.92995477,-76.97385444,Washington,20018,DC
100%,95%,1,6,Private room,1,2.5,4,99,$25.00 ,$0.00 ,1,30,129,38.92313962,-77.07672291,Washington,20007,DC
78%,100%,1,3,Entire home/apt,1,1,2,99,$0.00 ,$0.00 ,10,60,7,38.93285773,-77.07787182,Washington,20016,DC
100%,100%,2,2,Entire home/apt,0,1,1,99,,,1,30,118,38.93440386,-77.05799729,Washington,20008,DC
100%,100%,2,2,Entire home/apt,0,1,1,99,,,2,30,38,38.92606938,-77.05396449,Washington,20008,DC
100%,100%,1,1,Private room,1,1,1,99,$30.00 ,,2,1125,26,38.92772151,-77.0572763,Washington,20008,DC
100%,92%,2,4,Entire home/apt,1,1,2,99,$15.00 ,$300.00 ,1,1125,2,38.93436778,-77.05907984,Washington,20008,DC
